Hidden Neurons,Epochs,Parameters,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Learning Rate,Time Cost,Date-Time
20,50,154250,0.0024810987247792468,1.0,1.0611549993104572,0.7711,0.05,24.083333333333332,2023-09-28 02:23:39.492988
20,100,154250,0.0020418690500871453,1.0,1.071789091146445,0.7726,0.0022338352580438515,48.15,2023-09-28 02:47:43.870045
20,150,154250,0.001926088601450824,1.0,1.077727068074142,0.7711,0.0015803488531025349,72.18333333333334,2023-09-28 03:11:46.176583
20,200,154250,0.0018482940397141954,1.0,1.0853905089293854,0.7718,0.0012905643322991683,87.36666666666666,2023-09-28 03:26:56.521757
