Hidden Neurons,Epochs,Parameters,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Learning Rate,Time Cost,Date-Time
5,50,69395,0.6829499270757446,0.78126,1.5648376549346537,0.5807,0.0022338352580438515,11.416666666666666,2024-04-17 13:40:46.875883
5,100,69395,0.271062940397226,0.92644,1.9586273914651027,0.5577,0.0015803488531025349,22.5,2024-04-17 13:51:51.646586
5,150,69395,0.213408394504691,0.94304,2.2378469222708595,0.5458,0.0012905643322991683,33.68333333333333,2024-04-17 14:03:02.173424
5,200,69395,0.17925346010100202,0.95404,2.4484396267540847,0.5342,0.00111775458502474,44.483333333333334,2024-04-17 14:13:50.311233
