Hidden Neurons,Epochs,Parameters,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Learning Rate,Time Cost,Date-Time
64,50,2532068,0.059003683269176335,0.98164,5.34318171271795,0.2939,0.0001,13.366666666666667,2024-06-02 05:17:23.959900
64,100,2532068,0.029110801864124815,0.9907,5.626193813130826,0.2996,0.0001,26.866666666666667,2024-06-02 05:30:53.938785
64,150,2532068,0.015349663457746292,0.99552,5.923127560675899,0.314,0.0001,43.43333333333333,2024-06-02 05:47:27.959858
64,200,2532068,0.025608558773451372,0.99218,6.067571863343444,0.3105,0.0001,57.233333333333334,2024-06-02 06:01:15.888329
64,250,2532068,0.01113121285911023,0.9964,6.343407154083252,0.3109,0.0001,70.65,2024-06-02 06:14:41.564148
64,300,2532068,0.008378697252921525,0.99764,6.489947687221479,0.3117,0.0001,84.26666666666667,2024-06-02 06:28:18.609022
64,350,2532068,0.005572924119978012,0.9981,6.546696548220478,0.3126,0.0001,99.28333333333333,2024-06-02 06:43:18.752796
64,400,2532068,0.0066786732552844025,0.99792,6.467177964464018,0.3106,0.0001,112.45,2024-06-02 06:56:29.112927
64,450,2532068,0.005613431913157478,0.99816,6.529007990149003,0.3187,0.0001,125.51666666666667,2024-06-02 07:09:32.696235
64,500,2532068,0.009570083171168677,0.99708,6.511787722382365,0.3134,0.0001,138.53333333333333,2024-06-02 07:22:34.015359
64,550,2532068,0.007609631143086959,0.9974,6.4916121144837975,0.3159,0.0001,151.63333333333333,2024-06-02 07:35:40.235534
64,600,2532068,0.0067909800018800355,0.99792,6.670555501044551,0.3102,0.0001,165.13333333333333,2024-06-02 07:49:10.063285
64,650,2532068,0.007269118797712346,0.99788,7.0061533239823355,0.3003,0.0001,178.16666666666666,2024-06-02 08:02:12.406326
64,700,2532068,0.002599814271186571,0.99916,6.678539203692086,0.3233,0.0001,191.26666666666668,2024-06-02 08:15:17.960977
64,750,2532068,0.00397221881122531,0.99892,6.951685247541983,0.3085,0.0001,204.23333333333332,2024-06-02 08:28:16.593058
64,800,2532068,0.004170008246442113,0.99862,6.639207731319379,0.3131,0.0001,217.28333333333333,2024-06-02 08:41:19.004401
64,850,2532068,0.004502940321369219,0.99844,6.935801318929165,0.3132,0.0001,234.4,2024-06-02 08:58:26.306391
64,900,2532068,0.001366031234459201,0.99946,6.771009348615816,0.3266,0.0001,255.41666666666666,2024-06-02 09:19:27.389250
64,950,2532068,0.005947788897765,0.99794,6.743279366553584,0.3204,0.0001,273.8666666666667,2024-06-02 09:37:53.863353
64,1000,2532068,0.0030116441956908506,0.99898,6.706009587155113,0.313,0.0001,286.81666666666666,2024-06-02 09:50:51.119981
