Hidden Neurons,Epochs,Parameters,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Learning Rate,Time Cost,Date-Time
14,50,537512,0.0003878148899742943,1.0,2.010027553461775,0.6439,0.0022338352580438515,11.816666666666666,2024-04-16 20:28:50.002985
14,100,537512,0.00037852790274554886,1.0,1.9937559230418145,0.6456,0.0015803488531025349,23.6,2024-04-16 20:40:36.966964
14,150,537512,0.0003478043545793761,1.0,1.9875578653963306,0.6448,0.0012905643322991683,35.31666666666667,2024-04-16 20:52:20.444165
14,200,537512,0.00032737549434414806,1.0,2.0069653852076472,0.6453,0.00111775458502474,47.233333333333334,2024-04-16 21:04:15.019387
