Hidden Neurons,Epochs,Parameters,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Learning Rate,Time Cost,Date-Time
8,50,1672890,0.1102820629077723,0.9742,1.7725831209858762,0.663,0.0001,7.016666666666667,2024-06-04 06:13:20.151770
8,100,1672890,0.03775237042628362,0.98938,2.2477581968790368,0.6564,0.0001,15.433333333333334,2024-06-04 06:21:44.579110
8,150,1672890,0.018980519101738244,0.9948,2.3506405353546143,0.6738,0.0001,23.85,2024-06-04 06:30:09.684620
8,200,1672890,0.01634732430429815,0.9954,2.3923240175730065,0.6695,0.0001,34.35,2024-06-04 06:40:39.554611
8,250,1672890,0.01259340009088759,0.9964,2.495106002952479,0.6777,0.0001,41.65,2024-06-04 06:47:57.278327
8,300,1672890,0.008619397071406337,0.99764,2.487014972710911,0.6828,0.0001,48.85,2024-06-04 06:55:09.467108
8,350,1672890,0.004789441319033944,0.99896,2.631510034392152,0.6812,0.0001,56.13333333333333,2024-06-04 07:02:27.070435
8,400,1672890,0.014479166828095913,0.99602,2.432369342333154,0.6907,0.0001,63.36666666666667,2024-06-04 07:09:40.534081
8,450,1672890,0.0032353494600306535,0.99918,2.7296646033661274,0.6786,0.0001,70.46666666666667,2024-06-04 07:16:46.241279
8,500,1672890,0.005310519168045029,0.99858,2.641769549514674,0.692,0.0001,77.71666666666667,2024-06-04 07:24:01.784103
8,550,1672890,0.006612869880228873,0.9983,2.594096743607823,0.6949,0.0001,84.88333333333334,2024-06-04 07:31:11.278289
8,600,1672890,0.007372021667480342,0.99816,2.679020608527751,0.6916,0.0001,92.0,2024-06-04 07:38:18.904519
8,650,1672890,0.004003446524502183,0.99882,2.7944562601137766,0.6832,0.0001,99.23333333333333,2024-06-04 07:45:32.615064
8,700,1672890,0.0032486318725386343,0.99924,2.725477493261989,0.69,0.0001,106.38333333333334,2024-06-04 07:52:41.665020
8,750,1672890,0.0013469132050872444,0.99958,2.8193895213211637,0.6922,0.0001,113.61666666666666,2024-06-04 07:59:55.599276
8,800,1672890,0.0021465507095091312,0.9996,2.674656784987148,0.6978,0.0001,120.71666666666667,2024-06-04 08:07:01.408050
8,850,1672890,0.0016550560503395078,0.9996,2.7335639814787274,0.697,0.0001,127.78333333333333,2024-06-04 08:14:05.930016
8,900,1672890,0.002834819160773844,0.99928,2.8059350463408457,0.6927,0.0001,134.83333333333334,2024-06-04 08:21:08.322692
8,950,1672890,0.002696037907298887,0.9992,2.8318636839902855,0.6881,0.0001,141.95,2024-06-04 08:28:15.761264
8,1000,1672890,0.00030313419709812795,0.99994,2.8280498785308645,0.6961,0.0001,149.21666666666667,2024-06-04 08:35:32.039094
